name_en_x,pm10,pm2_5,us_aqi,us_pm2_5,us_pm10,us_no2,name,latitude,longitude,green_coverage_pct
Al Mahmoudeya Housing,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مساكن المحمودية,29.97632923369768,31.39609853696053,4.71
Al Manasrah,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,المناصره,30.047404579845463,31.25212420038402,0.5
Al Mansuriyya,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,المنصوريه,30.05016669217705,31.27120007430176,1.96
Al Mansy,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,المنسى,30.0596165175454,31.261369994992663,0.06
Al Manteqah Al Oula,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,المنطقة الأولى,30.06060191006583,31.331746927973544,1.59
Al Manyal,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,المنيل,30.0209947,31.2255698,3.79
Al Manyal Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات المنيل,30.05092677433044,31.35141665551509,1.33
Al Marwa Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات المروة,30.07903809734416,31.32769117604345,3.44
Al Mashtal,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,المشتل,30.008209902555144,31.4031256575214,3.81
Al Mearag City,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مدينة المعراج,29.97926105180512,31.30914418754873,1.36
Al Minia Village,100.73496,22.805325,88.276215,76.092606,72.74783,5.4515224,قريه المنيا,29.750765334127127,31.319089794225256,0.59
Al Mohmat Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات المهمات,30.06256924951074,31.297053051778388,2.29
Al Mothaqfein Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند المثقفين,29.98813685598243,31.51072334597205,1.5
Al Muntazah,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,المنتزه,30.09226284955249,31.321583047633645,5.63
Al Mustakbal City,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مدينة المستقبل,30.164353268834144,31.55843122529772,5.11
Al Mustasharin Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند المستشارين,30.03597976832464,31.493730926358737,4.2
Al Nakhil Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند النخيل,29.971940132238625,31.51763128743457,0.59
Al Nakhil Resort,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,منتجع النخيل,30.05801119726708,31.428855500534866,3.77
Al Nakhl,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,النخل,29.88496922340192,31.290237490528536,7.25
Al Nasr,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,النصر,30.06121492486057,31.26548760759305,0.19
Al Nasr Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات النصر,29.99159166734361,31.28784772756491,0.25
Al Nasr Fok Al Motwst Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات النصر فوق المتوسط,30.009512882702925,31.32807065616036,3.15
Al Nasr Housing,32.067141500000005,18.464603500000003,79.780978,67.84594,28.255564,7.71038615,مساكن النصر,29.97729071623948,31.40568548705244,5.13
Al Niaba Al Aama Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات النيابة العامة,29.989005113240648,31.27560602678224,0.26
Al Noubi,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,النوبى,30.053422406311523,31.253269654474646,0.21
Al Nozha,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,النزهه,30.10348889719546,31.33763707154624,1.46
Al Obour Market,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,سوق العبور,30.16566729272468,31.47069634318456,0.23
Al Omal and Al Tahrir City,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مدينه العمال والتحرير,30.08185457389305,31.2217932075663,1.34
Al Orkeed District 1000 Fadan Area Previously,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,حي الأوركيد منطقة الألف فدان سابقاً,30.07489568348485,31.584089570454186,0.12
Al Qada Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات القضاء,29.989269389706905,31.27718230820996,0.27
Al Qadi Al Fadel Association Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جمعية القاضي الفاضل,29.960492801787343,31.532007446994616,0.19
Al Qadria,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,القادريه,30.02073321914055,31.258077286183976,0.23
Al Qanal Housing,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مساكن القنال,30.159529862886632,31.622946143527848,1.72
Al Qobba,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,القبه,30.0885832076076,31.28765383211131,3.86
Al Qobba Al Gadida,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,القبه الجديده,30.102411542049328,31.28971368575324,0.45
Al Qubaisy,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,القبيسى,30.065192809344435,31.26024634498005,0.08
Al Raed Housing,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مساكن الرائد,30.15475193203057,31.62067545588379,2.67
Al Ramly,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الرملى,30.05295182792913,31.256303367827982,0.16
Al Reqaba Al Edaria Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات الرقابه الإدارية,30.0626963695352,31.378056551214787,0.3
Al Roda and Al Mekyas,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الروضه والمقياس,30.01232225608236,31.22475997252413,3.22
Al Roubiky Area,24.703178,15.82079,74.21322,62.85449,22.400135,5.074077,منطقة الروبيكى,30.226657687401456,31.74337988135594,0.11
Al Saba'ain,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,السباعين,30.03730060975417,31.24208940394272,0.84
Al Saeid 1000 Housing,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مساكن الصعيد 1000,30.16008038541931,31.427240948358687,1.14
Al Saeid Al Zelzal Housing,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مساكن الصعيد الزلزال,30.006152312882342,31.32832425508178,3.13
Al Saeid Cooperatives Housing,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مساكن الصعيد تعاونيات,30.00478774454265,31.32832105601416,3.39
Al Safarat District,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,حى السفارات,30.0381067698023,31.3390244033816,0.45
Al Safwa Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند الصفوة,30.13703718204644,31.71566161492604,1.0
Al Safwa Neighborhood,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,حى الصفوة,30.133969466577057,31.70896657560236,0.66
Al Sakayin,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,السقايين,30.039913489503007,31.24661825146268,0.45
Al Salibia,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الصليبه,30.02939678123868,31.251510684888583,0.07
Al Sarayat,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,السرايات,30.06542426259836,31.28282937452054,0.74
Al Seid Housing,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مساكن الصعيد,29.978093389399778,31.408035841903544,4.85
Al Seka Al Hadid Club,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,نادى السكه الحديد,30.03735667083183,31.31836272115829,0.57
Al Shamashergy,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الشماشرجى,30.06629359979407,31.247702161946904,0.08
Al Shams City Old Housing,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مساكن مدينه الشمس القديمة,29.840083466565208,31.34141036292847,0.47
Al Shams Housing,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مساكن الشمس,29.858231473869303,31.322365803931337,1.03
Al Sharabeya,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الشرابيه,30.06893480950612,31.257679349920267,0.12
Al Sharara Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات الشرارة,30.06560353709863,31.35909279270456,2.24
Al Sharikat,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الشركات,30.076598834148143,31.317334450757247,3.88
Al Sharq Insurance Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات الشرق للتأمين,30.05202124234371,31.33622200861016,5.24
Al Shorfa And Al Atiat Village,100.73496,22.805325,88.276215,76.092606,72.74783,5.4515224,قريه الشرفا والعطيات,29.744543831129352,31.3836258594868,0.25
Al Shorouk 2000 Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند الشروق ۲۰۰۰,30.13711694877176,31.605405450591583,8.0
